지역,등록번호,학원명,학원종류,분야구분,학원주소,우편번호,등록상태,설립자,일시수용능력인원,정원합계,교습과정,교습과목,정원,모의고사비,재료비,급식비,기숙사비,차량비,피복비,기타경비합계,총교습비,총교습비(시간당),경도,위도
포항시,1968,도칸영어학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 대이로159번길 3, , 3층 일부 (이동,탑정빌딩)",790320,개원,장재준,48,96,보습,중등영어,35,0,0,0,0,0,0,0,250000,11364,129.3391448,36.02896602
포항시,2510,더클래식음악학원,학교교과교습학원,예능(대),"경상북도 포항시 북구 법원로11번길 30, , 3층 일부 (장성동)",37585,개원,김지은,10,70,음악,피아노고급8,3,0,0,0,0,0,0,0,170000,8500,129.3828569,36.07617506
포항시,2119,대운음악학원,학교교과교습학원,예능(대),"경상북도 포항시 남구 포스코대로 396, , 3층 (대도동)",37822,개원,권대운,30,60,음악,드럼(초급),20,0,0,0,0,0,0,0,100000,5000,129.3655088,36.01466051
포항시,2309,더마스터수학과학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 효성로15번길 22, , 3층 (효자동)",37836,개원,김창하,50,144,보습,과학(중등A),16,0,0,0,0,0,0,0,150000,10227,129.3373661,36.00662314
포항시,2618,더보컬팩토리실용음악학원,평생직업교육학원,기예(대),"경상북도 포항시 북구 중흥로 310, , 2층 (죽도동)",37774,개원,김채리,25,160,실용음악(성악),기타1:1강습,20,0,0,0,0,0,0,0,180000,51429,129.3639391,36.02970032
포항시,2155,드림수학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 장량로128번길 28-24, , 2층 (장성동)",37588,개원,최윤산,50,95,보습,"초등종합(국,수,사,과)",40,0,0,0,0,0,0,0,220000,7333,129.3930533,36.07941684
포항시,2599,두잇잉글리쉬어학원,학교교과교습학원,국제화,"경상북도 포항시 남구 연일읍 유강길17번길 13, , 2층 (연일읍)",37656,개원,김미현,46,120,실용외국어(유아/초·중·고),영어(한국인)5,12,0,0,0,0,0,0,0,600000,11111,129.3179134,36.00428156
포항시,1815,동인간호학원,평생직업교육학원,직업기술,"경상북도 포항시 북구 중앙로 273,   601호6층 (상원동)",791090,개원,유샛별,80,80,간호조무사,간호조무사(주간),5,0,0,0,0,0,0,0,300000,1875,129.3650349,36.03740443
포항시,2647,독서성장리드인학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 효성로15번길 20, , 2층 일부 (효자동)",37836,개원,윤재욱,23,100,보습,초등 국어B,30,0,0,0,0,0,0,0,170000,9524,129.3371603,36.00663357
포항시,2418,드림스카이학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 법원로 170, , 201호 (양덕동, 장량프라자)",37572,개원,유재성,20,100,보습,고등수학,15,0,0,0,0,0,0,0,420000,12857,129.3880883,36.08979281
포항시,2123,드림스터디드림잉글리쉬학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 오천읍 남원로 85, , 부영사랑으로 상가1동 203호,204호 (오천읍, 부영사랑으로)",790736,개원,이향미,21,80,보습,수학(중등),5,0,0,0,0,0,0,0,200000,10000,129.4002203,35.96834402
포항시,2611,독해력수학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 장량중앙로 50, , 장원상가 301호 (양덕동)",37572,개원,노진영,21,60,보습,고등수학B,5,0,0,0,0,0,0,0,80000,13333,129.3871949,36.0900026
포항시,2184,더좋은커피바리스타학원,평생직업교육학원,직업기술,"경상북도 포항시 북구 중앙상가6길 20, , 2층 (상원동)",37735,개원,김대영,12,48,"식음료품(바리스타,소믈리에)",바리스타1급,12,0,0,0,0,0,0,0,400000,16667,129.3655411,36.03906521
포항시,2648,두호윤주수학전문학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 학전로111번길 31, , 2층 (두호동, 신성빌딩)",37624,개원,김세은,36,67,보습,중등심화반,7,0,0,0,0,0,0,0,100000,10714,129.3723576,36.06307145
포항시,등1385,듀잉글리쉬학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 삼흥로32번길 6-9, (장성동)",37611,개원,박선영,45,40,보습,영어(초등B),20,0,0,0,0,0,0,0,180000,8182,129.3803781,36.06506001
포항시,2293,디도씨디자인미술학원,학교교과교습학원,예능(대),"경상북도 포항시 북구 천마로46번길 34, , 2층일부 (양덕동)",37593,개원,김태환,48,270,미술,미술(실용D-B),50,0,0,0,0,0,0,0,360000,7500,129.4008287,36.08053202
포항시,2642,등대수학과학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 대이로 112, , 6층 (대잠동, 삼성빌딩)",37679,개원,윤정식,66,79,보습,중등수학C,3,0,0,0,0,0,0,0,95000,11310,129.3411887,36.02505778
포항시,2687,라비앙무용학원,학교교과교습학원,예능(대),"경상북도 포항시 남구 대이로83번길 9-9, , 2층 (대잠동)",37678,개원,이예운,10,70,무용,초급A,12,0,0,0,0,0,0,0,0,0,129.3396074,36.02186161
포항시,2498,디엠경매재테크아카데미학원,평생직업교육학원,직업기술,"경상북도 포항시 남구 상도로26번길 14, , 2층 (상도동)",37770,개원,조우형,30,60,경매,경매 기초반,20,0,0,0,0,0,0,0,500000,31250,129.3542294,36.01114882
포항시,2055,랭콘잉글리쉬북구어학원,학교교과교습학원,국제화,"경상북도 포항시 북구 양덕로 44, , 2층 (양덕동)",37592,개원,김미현,60,108,실용외국어(유아/초·중·고),영어(초등1 한국인전담),36,0,0,0,0,0,0,0,230000,11735,129.4021896,36.08260726
포항시,2595,등대수학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 대이로 145, , 4층 일부 (이동, 비전빌딩)",37676,개원,윤정식,49,90,보습,초등수학B,5,0,0,0,0,0,0,0,140000,8333,129.3398692,36.02807046
포항시,1921,디자인온미술학원,학교교과교습학원,예능(대),"경상북도 포항시 북구 중앙로 273, , 401호 403호 (상원동)",37737,개원,장승범,40,160,미술,디자인입시B반,15,0,0,0,0,0,0,0,350000,9722,129.3650349,36.03740443
포항시,등1468,또래피아노음악학원,학교교과교습학원,예능(대),"경상북도 포항시 북구 양학로 34번길 14, 대림힐타운상가 401호 402호 403호 404호",791848,개원,정춘수,10,60,음악,피아노초급,30,0,0,0,0,0,0,0,0,0,129.3519673,36.02845271
포항시,2363,드럼그라운드음악학원,학교교과교습학원,예능(대),"경상북도 포항시 북구 중흥로255번길 37-6, , 1층 (용흥동)",37749,개원,이재락,20,80,음악,드럼(전공),15,0,0,0,0,0,0,0,300000,9317,129.3566087,36.02751576
포항시,2723,리드앤톡영어학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 흥해읍 초곡지구로 117-1, , 3층",37560,개원,허지영,69,90,,,0,0,0,0,0,0,0,0,0,0,129.3368543,36.09329575
포항시,2656,레브음악학원,학교교과교습학원,예능(대),"경상북도 포항시 남구 오천읍 남원로 85-99, , 4층 (오천읍)",37883,개원,김가은,7,60,음악,피아노(중급),20,0,0,0,0,0,0,0,170000,6071,129.4008517,35.96598026
포항시,2444,로드영어전문학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 흥해읍 초곡지구로 80, , 포항 지엔하임 301동 202호 (흥해읍)",37558,개원,최중근,16,48,보습,영어 초등,16,0,0,0,0,0,0,0,180000,7714,129.3396902,36.09434456
포항시,2714,리드인독서논술학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 법원로11번길 30, , 2층 일부(장성동)",37585,개원,이명진,74,60,보습,국어초등A,15,0,0,0,0,0,0,0,150000,9523,129.3828569,36.07617506
포항시,등1677,리더스캠프학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 장량로173번길 5-8, , 1층 일부 (양덕동)",791270,개원,고영상,50,150,보습,수학(초등),24,0,0,0,0,0,0,0,240000,9524,129.3987064,36.08260763
포항시,2313,로봇과학클럽학원,학교교과교습학원,기타(대),"경상북도 포항시 북구 양덕로50번길 28, , 3층 (양덕동)",37592,개원,전성호,8,60,기타(소),로봇(중급),15,0,0,0,0,0,0,0,120000,7500,129.4051098,36.08296018
포항시,2027,로뎀음악미술학원,학교교과교습학원,종합(대),"경상북도 포항시 남구 연일읍 유강길9번길 37, , 2층 일부 (북측) (연일읍)",37656,개원,김주희,41,160,음악,피아노(초급A),10,0,0,0,0,0,0,0,110000,5714,129.3158703,36.00385286
포항시,2432,로얄수학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 연일읍 유강길17번길 21, , 3층 일부 (연일읍)",37656,개원,김정희,16,140,보습,고등수학A,10,0,0,0,0,0,0,0,350000,12821,129.3170236,36.0039374
포항시,1886,루트유일학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 오천읍 냉천로 358, , 2층  (오천읍,동방빌딩)",790910,개원,김태현,30,260,보습,초등수학2,20,0,0,0,0,0,0,0,170000,7969,129.4075293,35.96305237
포항시,2239,링컨영어학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 양덕로50번길 8, , 2층일부 (양덕동)",37592,개원,POPAL ABDUL RAZAQ,20,160,보습,영어(초등1),30,0,0,0,0,0,0,0,220000,8800,129.4028862,36.08288058
포항시,2308,라마발레학원,학교교과교습학원,예능(대),"경상북도 포항시 남구 효성로 83, , 2층 (효자동)",37835,개원,윤상민,20,150,무용,발레입시A,15,0,0,0,0,0,0,0,400000,11429,129.3429909,36.0059374
포항시,2652,리드인지혜의숲창포점학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 우창로 203, , 3층 일부 (창포동)",37627,개원,금보혜,15,40,보습·논술,독서논술c,12,0,0,0,0,0,0,0,180000,9000,129.3676786,36.0697796
포항시,등1244,리바이블수학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 장량로 196, , 4층 일부 (양덕동)",37593,개원,김택호,30,160,보습,수학(초등),30,0,0,0,0,0,0,0,150000,6250,129.4016981,36.08152108
포항시,등401,리틀피아니스트음악학원,학교교과교습학원,예능(대),"경상북도 포항시 북구 흥해읍 남미질로 21, , 201호 (흥해읍)",791943,개원,황정희,30,60,음악,피아노전공 입시,4,0,0,0,0,0,0,0,280000,10500,129.3454837,36.1053439
포항시,2717,마녀수학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 연일읍 형산강남로 294-7, , 201호",37842,개원,서정,82,90,보습,초등1,15,0,0,0,0,0,0,0,0,0,129.3458331,35.99937266
포항시,2152,리베기타학원,학교교과교습학원,예능(대),"경상북도 포항시 북구 서동로 62-1, , 3층 (신흥동)",37735,개원,김호철,40,80,음악,기타중급,30,0,0,0,0,0,0,0,100000,5556,129.3646801,36.04077574
포항시,2634,리딩오션독서논술학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 효성로 11, , 4층 일부 (효자동)",37836,개원,황태옥,27,200,보습,독서논술초등2,25,0,0,0,0,0,0,0,150000,9524,129.3349828,36.00672022
포항시,2563,리발레학원,학교교과교습학원,예능(대),"경상북도 포항시 남구 오천읍 원동로 48, , 3층 (오천읍)",37885,개원,이현진,20,60,무용,무용중급,20,0,0,0,0,0,0,0,120000,6593,129.4031035,35.96711334
포항시,2540,리즈바이올린첼로학원,학교교과교습학원,예능(대),"경상북도 포항시 남구 효성로64번길 2, , 3층 (효자동)",37836,개원,이예나,12,48,음악,바이올린초급,6,0,0,0,0,0,0,0,80000,5000,129.3405234,36.00574017
포항시,1831,리더스리딩어학원,학교교과교습학원,국제화,"경상북도 포항시 북구 양덕로50번길 38, , 3층 (양덕동)",37592,개원,김석선,60,170,실용외국어(유아/초·중·고),영어F(한국인),10,0,0,0,0,0,0,0,0,0,129.406223,36.08291615
포항시,2680,매쓰플랜수학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 오천읍 원동로 22, , 4층",37885,개원,정금자,106,200,보습,초등종합,40,0,0,0,0,0,0,0,170000,8095,129.4032842,35.96499689
포항시,등1535,마블미술학원,학교교과교습학원,예능(대),"경상북도 포항시 북구 용당로 164, , 1층 일부 (덕산동)",37705,개원,송상헌,18,120,미술,실용미술,20,0,0,0,0,0,0,0,450000,7031,129.3647244,36.04156756
포항시,1914,매쓰트리수학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 대이로111번길 4, , 4층  (대잠동)",790825,개원,김요안나,50,200,보습,초등수학,50,0,0,0,0,0,0,0,200000,9524,129.3407172,36.02534031
포항시,2497,마스터피스학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 연일읍 연일로159번길 34, , 2층 (연일읍)",37846,개원,김재현,50,128,보습,고등수학2,8,0,0,0,0,0,0,0,0,0,129.3474391,35.99629875
포항시,등1308,맥스단과학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 연일읍 유강길17번길 22-9, , 2층 (연일읍)",790885,개원,강수엽,40,90,보습,초등(국어),10,0,0,0,0,0,0,0,200000,9524,129.3162328,36.0048947
포항시,2645,매쓰그로우수학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 오천읍 하원로 58, , 3층 (오천읍)",37880,개원,김은미,34,160,보습,수학(초등1),10,0,0,0,0,0,0,0,180000,9524,129.40467,35.97579871
포항시,2721,마스터피스영어특별관학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 연일읍 연일로159번길 16-1, , 3층",37847,개원,김재현,65,120,보습,초등영어,40,0,0,0,0,0,0,0,170000,9340,129.3456985,35.9963022
포항시,2238,매쓰올수학의달인학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 연일읍 연일로 130, , 형산강변타운상가동 202호 (연일읍, 형산강변타운)",37853,개원,김은경,18,140,보습,수학(고등2),10,0,0,0,0,0,0,0,100000,13605,129.3436904,35.99974742
포항시,2067,명인스터디학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 대곡로 52, , 3층 (두호동, 영성빌딩)",791804,개원,신윤범,30,90,보습,영어(중등),10,0,0,0,0,0,0,0,200000,10909,129.3734754,36.06761543
포항시,2639,매공의힘학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 우창동로55번길 3, , 2층 일부 (우현동)",37636,개원,김진실,30,180,보습,초등수학1,30,0,0,0,0,0,0,0,160000,9524,129.3640995,36.0567416
포항시,2682,리틀미술관학원,학교교과교습학원,예능(대),"경상북도 포항시 북구 장량중앙로 55, , 203호 (양덕동)",37572,개원,임수진,12,60,미술,미술고급1,12,0,0,0,0,0,0,0,0,0,129.3881623,36.09032521
포항시,1816,메디컬간호학원,평생직업교육학원,직업기술,"경상북도 포항시 북구 두호로 14, , 3층 4층 (두호동)",37626,개원,정희경,70,80,간호조무사,간호조무사자격취득과정,30,0,0,0,0,0,0,0,0,0,129.3769754,36.05990268
포항시,2391,명성영어학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 남구 대이로20번길 24, , 202호 (대잠동, 대잠아델리아)",37685,개원,안명성,20,100,보습,초등영어A,20,0,0,0,0,0,0,0,250000,8929,129.3452255,36.01829727
포항시,등1561,명품에이플러스수학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 장량로 197, , 401호 (양덕동, 아이코아빌딩)",791270,개원,전유한,40,80,보습,중등단과(수학.과학),30,0,0,0,0,0,0,0,250000,11364,129.4021584,36.08216418
포항시,2339,메트로음악학원,학교교과교습학원,예능(대),"경상북도 포항시 북구 우창로 166-1, , 메트로시티상가241동 203호204호 (창포동)",37627,개원,김혜경,15,100,음악,피아노(초급),20,0,0,0,0,0,0,0,130000,5714,129.3662612,36.06645419
포항시,2362,멘토독서실,학교교과교습학원,독서실,"경상북도 포항시 북구 새마을로 88, , 301호 (용흥동)",37651,개원,김영주,92,112,독서실(유아/초·중·고),학생,10,0,0,0,0,0,0,0,110000,1528,129.3509732,36.0409594
포항시,등1295,메타입시학원,학교교과교습학원,입시.검정 및 보습,"경상북도 포항시 북구 흥해읍 흥해로 26-8, , 2층 (흥해읍)",37545,개원,장재향,30,90,보습,"중등과목별(국,사,과)",30,0,0,0,0,0,0,0,50000,5556,129.3459384,36.10789227
포항시,1964,문덕이엘씨어학원,학교교과교습학원,국제화,"경상북도 포항시 남구 오천읍 남원로 85-93, , 2층 일부  (오천읍)",790911,개원,박춘식,48,80,실용외국어(유아/초·중·고),영어(초급),50,0,0,0,0,0,0,0,200000,12000,129.4009298,35.96614317
