"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","학교특성","분교여부","설립유형","주야구분","개교기념일","설립일","법정동코드","주소내역","상세주소내역","우편번호","학교도로명 우편번호","학교도로명 주소","학교도로명 상세주소","위도","경도","전화번호","팩스번호","홈페이지 주소","남녀공학 구분","폐교여부","폐교일자","휴교여부"
"경상북도교육청","경상북도교육청","경상북도 청도군","S150000965","경북드론고등학교","04","공립","특성화고등학교","N","병설","주간","19930401","19671005","4782032033","경상북도 청도군 풍각면 송서1리","553-6.","714833","38309","경상북도 청도군 풍각면 헐티로 185",", 경북드론고등학교","35.6408744183","128.6198976585","054-370-9300","054-371-4529","http://school.gyo6.net/gbdhs","남녀공학","N","","N"
"경상북도교육청","경상북도교육청","경상북도 청송군","S150000967","청송고등학교","04","공립","일반고등학교","N","병설","주간","19540528","19540528","4775025023","경상북도 청송군 청송읍 금곡리","815-3.","763802","37433","경상북도 청송군 청송읍 금곡1길 13",", 청송중고등학교 (청송읍, 청송중고등학교)","36.4300567","129.058057","054-873-2239","054-873-8857","http://school.gyo6.net/chs","남","N","","N"
"경상북도교육청","경상북도교육청","경상북도 청송군","S150000968","경북골프경영고등학교","04","사립","특성화고등학교","N","단설","주간","19740105","19740105","4775032031","경북 청송군 부남면 대전리","654.","763841","37443","경상북도 청송군 부남면 대전로 66","(부남면, 경북골프경영고등학교)","36.3414218","129.0603445","054-872-3554","054-874-0161","https://school.gyo6.net/kbgolf/","남녀공학","N","","N"
"경상북도교육청","경상북도교육청","경상북도 청송군","S150000969","청송여자고등학교","04","사립","일반고등학교","N","병설","주간","19771112","19771112","4775025021","경상북도 청송군 청송읍 월막1리","315.","763802","37427","경상북도 청송군 청송읍 군청로 69","","36.4360884698","129.0589010847","054-873-2444","054-873-3914","http://school.gyo6.net/sonamuhs","녀","N","","N"
"경상북도교육청","경상북도교육청","경상북도 봉화군","S150000972","한국산림과학고등학교","04","공립","특성화고등학교","N","병설","주간","19720114","19720114","4792034023","경북 봉화군 춘양면 서동리","90번지.","755842","36213","경상북도 봉화군 춘양면 서원촌길 8-14","(춘양면)","36.9477383","128.9141326","054-673-3068","054-673-3065","http://school.gyo6.net/korea-forest/","남녀공학","N","","N"
"경상북도교육청","경상북도교육청","경상북도 칠곡군","S150000974","경북기계명장고등학교","04","공립","특성화고등학교","N","병설","주간","19831121","19831121","4785031036","경상북도 칠곡군 지천면 신1리","산15-9.","718821","39864","경상북도 칠곡군 지천면 신동로 99","(지천면, 신동중.경북기계명장고등학교)","35.9584355","128.4836635","054-972-2461","054-972-8496","http://school.gyo6.net/gbmmhs","남","N","","N"
"경상북도교육청","경상북도교육청","경상북도 경주시","S150000977","효청보건고등학교","04","사립","특성화고등학교","N","단설","주간","19781108","19781108","4713025922","경상북도 경주시 외동읍 모화4리","162.","780825","38215","경상북도 경주시 외동읍 모화남1길 26-132","(외동읍)","35.40206","129.20297","054-773-0734","054-746-4637","http://school.gyo6.net/hyochung","남녀공학","N","","N"
"경상북도교육청","경상북도교육청","경상북도 울진군","S150000978","한국원자력마이스터고등학교","04","공립","특수목적고등학교","N","단설","주간","19671226","19671226","4793025325","경상북도 울진군 평해읍 월송리","508-3.","767901","36364","경상북도 울진군 평해읍 월송정로 422",", 한국원자력마이스터고등학교 (평해읍)","36.7429327","129.4644444","054-789-8000","054-789-8006","https://school.gyo6.net/pyth","남","N","","N"
"경상북도교육청","경상북도교육청","경상북도 울진군","S150000980","경북관광비즈니스고등학교","04","공립","특성화고등학교","N","병설","주간","19760326","19751114","4793025321","경상북도 울진군 평해읍 평해리","413번지.","767902","36366","경상북도 울진군 평해읍 평해7길 61-3","(경북관광비즈니스고등학교)","36.7286846","129.443","054-787-2007","054-787-1397","https://school.gyo6.net/phhs","남녀공학","N","","N"
"경상북도교육청","경상북도교육청","경상북도 포항시 북구","S150000982","포항고등학교","04","공립","일반고등학교","N","단설","주간","19510813","19510813","4711311200","경북 포항시 북구 학산동","288.","791180","37713","경상북도 포항시 북구 아호로 50","포항고등학교(학산동)","36.0570123","129.3718615","054-613-4500","054-248-6288","https://school.gyo6.net/pohanghs","남","N","","N"
"경상북도교육청","경상북도교육청","경상북도 포항시 북구","S150000986","포항여자고등학교","04","공립","일반고등학교","N","단설","주간","19390313","19390313","4711311200","경상북도 포항시 북구 학산동","243번지.","791180","37719","경상북도 포항시 북구 장미길 10","(학산동)","36.0506794","129.3649743","054-250-5855","054-248-3227","https://school.gyo6.net/poyogohs","녀","N","","N"
"경상북도교육청","경상북도교육청","경상북도 포항시 북구","S150000988","포항여자전자고등학교","04","공립","특성화고등학교","N","단설","주간","19950301","19950301","4711311700","경북 포항시 북구 용흥동","430.","791170","37644","경상북도 포항시 북구 용흥로291번길 19","(용흥동, 포항여자전자고등학교)","36.0504292","129.3496258","054-240-6800","054-240-6860","http://school.gyo6.net/pgeh","녀","N","","N"
"경상북도교육청","경상북도교육청","경상북도 포항시 북구","S150000989","포항영신고등학교","04","사립","일반고등학교","N","단설","주간","19910930","19910928","4711311800","경북 포항시 북구 우현동 산","63-6.","791220","37642","경상북도 포항시 북구 소티재로 107","(우현동, 영신중학교, 영신고등학교)","36.0612329","129.3513963","054-250-7750","054-250-7710","https://school.gyo6.net/physhs","남","N","","N"
"경상북도교육청","경상북도교육청","경상북도 포항시 북구","S150000990","포항예술고등학교","04","사립","일반고등학교","N","단설","주간","19970905","19970905","4711325050","경북 포항시 북구 흥해읍 대련리","산68번지.","791944","37653","경상북도 포항시 북구 흥해읍 연화길 56","(흥해읍,포항예술고등학교)","36.05177","129.3147915","054-262-5400","054-262-5403","https://school.gyo6.net/pharts","남녀공학","N","","N"
"경상북도교육청","경상북도교육청","경상북도 포항시 남구","S150000991","포항동성고등학교","04","사립","일반고등학교","N","단설","주간","19901008","19901008","4711132021","경북 포항시 남구 동해면 도구2리","621번지.","790853","37925","경상북도 포항시 남구 동해면 일월로41번길 26","(동해면, 포항동해중학교, 포항동성고등학교)","35.9903557","129.4396816","054-286-3009","054-284-6755","https://school.gyo6.net/phds","남녀공학","N","","N"
"경상북도교육청","경상북도교육청","경상북도 포항시 남구","S150000992","포항제철고등학교","04","사립","자율고등학교","N","단설","주간","19810306","19801126","4711111500","경상북도 포항시 남구 지곡동","477번지.","790834","37667","경상북도 포항시 남구 지곡로212번길 40",", 포항제철고등학교 (지곡동)","36.02889","129.3280284","054-279-4710","054-279-4720","http://school.gyo6.net/pocheolhs","남녀공학","N","","N"
"경상북도교육청","경상북도교육청","경상북도 포항시 남구","S150000993","포항제철공업고등학교","04","사립","특수목적고등학교","N","단설","주간","19710403","19691122","4711111500","경북 포항시 남구 지곡동","418번지.","790390","37666","경상북도 포항시 남구 지곡로 150",", 포항제철공업고등학교 (지곡동)","36.0222494","129.32715","054-279-4613","054-279-4679","http://school.gyo6.net/pocheoltechhs","남","N","","N"
"경상북도교육청","경상북도교육청","경상북도 포항시 북구","S150000994","포항중앙고등학교","04","사립","일반고등학교","N","단설","주간","19821130","19821130","4711311800","경북 포항시 북구 우현동","441.","791220","37642","경상북도 포항시 북구 소티재로151번길 11","(우현동,포항중앙고등학교)","36.0651938","129.348513","054-720-1000","054-241-4054","http://school.gyo6.net/pojungang","남","N","","N"
"경상북도교육청","경상북도교육청","경상북도 포항시 북구","S150000995","포항중앙여자고등학교","04","사립","일반고등학교","N","단설","주간","19820419","19851230","4711311800","경북 포항시 북구 우현동","436.","791220","37642","경상북도 포항시 북구 소티재로151번길 7","(우현동,포항중앙여자고등학교)","36.064152","129.347562","054-700-2000","054-248-3055","http://school.gyo6.net/pjgh","녀","N","","N"
"경상북도교육청","경상북도교육청","경상북도 안동시","S150000999","풍산고등학교","04","사립","일반고등학교","N","병설","주간","19740301","19671005","4717025021","경상북도 안동시 풍산읍 안교리","320번지.","760802","36621","경상북도 안동시 풍산읍 풍산중앙길 39","(풍산읍)","36.5836909","128.5656224","054-858-6803","054-858-2486","http://school.gyo6.net/poongsanhs","남녀공학","N","","N"
"경상북도교육청","경상북도교육청","경상북도 예천군","S150001000","풍양고등학교","04","공립","일반고등학교","N","병설","주간","19741127","19741127","4790041040","경북 예천군 풍양면 낙상리","253번지.","757862","757862","경상북도 예천군 풍양면 낙상1길 94","(풍양면,풍양고등학교)","36.5087134","128.2968621","054-653-7378","054-652-9319","http://pungyang.school.gyo6.net","남녀공학","Y","20170228","N"
"경상북도교육청","경상북도교육청","경상북도 경산시","S150001001","하양여자고등학교","04","사립","일반고등학교","N","단설","주간","19791121","19791121","4729025030","경상북도 경산시 하양읍 대학리","100번지.","712901","38408","경상북도 경산시 하양읍 지식산업로8길 21","(하양읍, 하양여자고등학교)","35.930777","128.8253285","053-851-3013","053-851-7488","https://school.gyo6.net/hayanghs","녀","N","","N"
"경상북도교육청","경상북도교육청","경상북도 김천시","S150001003","한일여자고등학교","04","사립","일반고등학교","N","단설","주간","19711227","19711227","4715010900","경북 김천시 교동","527-1.","740160","39522","경상북도 김천시 한일길 11-30","(교동)","36.1375963","128.0967415","054-431-7008","054-431-7012","https://school.gyo6.net/hanilhs","녀","N","","N"
"경상북도교육청","경상북도교육청","경상북도 상주시","S150001004","함창고등학교","04","사립","일반고등학교","N","병설","주간","19520404","19520404","4725025024","경상북도 상주시 함창읍 증촌리","242.","742804","37118","경상북도 상주시 함창읍 함창중앙로 85","(함창읍, 함창중고등학교)","36.5676034","128.1738335","054-541-2297","054-541-8633","http://school.gyo6.net/hamchanghs","남녀공학","N","","N"
"경상북도교육청","경상북도교육청","경상북도 청송군","S150001007","현서고등학교","04","공립","일반고등학교","N","병설","주간","19810430","19810430","4775034045","경북 청송군 현서면 덕계리","533.","763872","37460","경상북도 청송군 현서면 구덕길 74","(현서면, 현서중고등학교)","36.2813766","128.8986615","054-872-5102","054-872-8903","https://school.gyo6.net/hse","남녀공학","N","","N"
"경상북도교육청","경상북도교육청","경상북도 구미시","S150001008","현일고등학교","04","사립","일반고등학교","N","단설","주간","19750121","19750121","4719025337","경북 구미시 고아읍 항곡리","468-1.","730815","39151","경상북도 구미시 고아읍 선산대로 656","(고아읍, 현일중고)","36.1","128.3","054-454-1987","054-454-8217","https://school.gyo6.net/hyunilhs","남녀공학","N","","N"
"경상북도교육청","경상북도교육청","경상북도 상주시","S150001012","화령고등학교","04","공립","일반고등학교","N","병설","주간","19671229","19671229","4725041023","경북 상주시 화서면 달천리","503-1번지.","742862","37139","경상북도 상주시 화서면 중화로 2187",", 화령고등학교 (화서면, 화령중고등학교)","36.442219088","127.945767418","054-533-0303","054-532-0083","https://school.gyo6.net/hwaryeong","남녀공학","N","","N"
"경상북도교육청","경상북도교육청","경상북도 울진군","S150001016","후포고등학교","04","공립","일반고등학교","N","병설","주간","19510831","19510831","4793038021","경상북도 울진군 후포면 후포5리","1015번지.","767833","36369","경상북도 울진군 후포면 후포로 41","(후포면, 후포중고등학교)","36.6802742","129.4460855","054-787-0486","054-787-4330","https://school.gyo6.net/hupohs","남녀공학","N","","N"
"경상북도교육청","경상북도교육청","경상북도 포항시 북구","S150001018","포항흥해공업고등학교","04","공립","특성화고등학교","N","단설","주간","19930301","19930301","4711325024","경상북도 포항시 북구 흥해읍 옥성2리","376.","791940","37544","경상북도 포항시 북구 흥해읍 동해대로1475번길 42",", 포항흥해공업고등학교 (흥해읍, 흥해공업고등학교)","36.1071306","129.3385127","054-261-1121","054-262-1204","http://school.gyo6.net/phth","남녀공학","N","","N"
"경상북도교육청","경상북도교육청","경상북도 영천시","S150005424","경북바이오마이스터고등학교","04","공립","특수목적고등학교","N","병설","주간","19701231","19540615","4723032026","경상북도 영천시 신녕면 매양리","405.","770812","38804","경상북도 영천시 신녕면 찰방길 8","(신녕면)","36.043386","128.780567","054-332-0474","054-333-5134","http://school.gyo6.net/gbm","남녀공학","N","","N"
"경상북도교육청","경상북도교육청","경상북도 포항시 북구","S150005434","한국해양마이스터고등학교","04","공립","특수목적고등학교","N","단설","주간","19500419","19500419","4711312400","경상북도 포항시 북구 여남동","390.","791290","37598","경상북도 포항시 북구 여남포길21번길 18","한국해양마이스터고등학교","36.074681","129.406506","054-252-0111","054-252-8564","http://school.gyo6.net/haema","남녀공학","N","","N"
"경상북도교육청","경상북도교육청","경상북도 의성군","S150005678","안계고등학교","04","공립","일반고등학교","N","단설","주간","19730928","19730928","4773043030","경상북도 의성군 안계면 용기1리","810.","769933","37313","경상북도 의성군 안계면 용기9길 9","안계고등학교","36.383399","128.43285","054-861-1928","054-861-1917","https://school.gyo6.net/angyehs","남녀공학","N","","N"
"경상북도교육청","경상북도교육청","경상북도 문경시","S150005950","경북조리과학고등학교","04","공립","특성화고등학교","N","단설","주간","19740105","19740105","4728025023","경상북도 문경시 문경읍 교촌리","160번지.","745801","36915","경상북도 문경시 문경읍 향교길 20","(문경읍)","36.7387576","128.1145104","054-572-0300","054-572-1303","http://school.gyo6.net/mgtour","남녀공학","N","","N"
"경상북도교육청","경상북도교육청","경상북도 성주군","S150005954","성주여자고등학교","04","사립","일반고등학교","N","단설","주간","19560316","19560316","4784025021","경상북도 성주군 성주읍 경산리","520번지.","719801","40024","경상북도 성주군 성주읍 성주여중고길 19","(성주읍,성주여자고등학교)","35.9169416","128.2825041","054-933-1702","054-933-3108","https://school.gyo6.net/sjghs","녀","N","","N"
"경상북도교육청","경상북도교육청","경상북도 구미시","S150006093","인동고등학교","04","공립","자율고등학교","N","단설","주간","20010223","20010223","4719012000","경상북도 구미시 구평동","477.","730300","39450","경상북도 구미시 인동36길 45","(구평동,인동고등학교)","36.0899318","128.4321861","054-476-7181","054-476-7187","https://school.gyo6.net/indonghs","남녀공학","N","","N"
"경상북도교육청","경상북도교육청","경상북도 포항시 남구","S150006136","포항이동고등학교","04","공립","일반고등학교","N","단설","주간","20060509","20040301","4711111700","경상북도 포항시 남구 이동","155.","790320","37659","경상북도 포항시 남구 희망대로 412","(이동, 포항이동고등학교)","36.0292567","129.3338779","054-278-8063","054-278-8011","http://school.gyo6.net/idonghs","남녀공학","N","","N"
"경상북도교육청","경상북도교육청","경상북도 포항시 북구","S150006137","두호고등학교","04","공립","일반고등학교","N","단설","주간","20040409","20040301","4711312000","경상북도 포항시 북구 두호동","1106.","791110","37624","경상북도 포항시 북구 학전로111번길 21","두호고등학교(두호동)","36.062828","129.373238","054-250-7260","054-232-6658","https://school.gyo6.net/duhohs","남녀공학","N","","N"
"경상북도교육청","경상북도교육청","경상북도 포항시 북구","S150006138","포항장성고등학교","04","공립","일반고등학교","N","단설","주간","20040301","20040301","4711312100","경상북도 포항시 북구 장성동","1498-1.","791260","37579","경상북도 포항시 북구 법원로 117","(장성동)","36.0859751","129.3847215","054-250-0702","054-244-7040","https://school.gyo6.net/phjshs","남녀공학","N","","N"
"경상북도교육청","경상북도교육청","경상북도 구미시","S150006139","상모고등학교","04","공립","일반고등학교","N","단설","주간","20040301","20040301","4719011600","경북 구미시 상모동","447-1번지.","730120","39342","경상북도 구미시 박정희로 60-22","(상모동, 상모고등학교)","36.084575","128.351768","054-714-1000","054-714-1109","http://school.gyo6.net/sangmohs","남녀공학","N","","N"
"경상북도교육청","경상북도교육청","경상북도 구미시","S150006140","사곡고등학교","04","공립","일반고등학교","N","단설","주간","20040301","20040301","4719011500","경북 구미시 사곡동","461-2번지.","730110","39331","경상북도 구미시 박정희로 195","(사곡동,사곡고등학교)","36.0967547","128.3525059","054-713-2500","054-464-7197","http://school.gyo6.net/sagok","남녀공학","N","","N"
"경상북도교육청","경상북도교육청","경상북도 구미시","S150006141","선주고등학교","04","공립","일반고등학교","N","단설","주간","20040301","20040301","4719010400","경상북도 구미시 봉곡동","7번지.","730200","39211","경상북도 구미시 야은로13길 13","(봉곡동, 선주고등학교)","36.1414463","128.3123296","054-440-6740","054-441-1728","https://school.gyo6.net/seonjuhs","남녀공학","N","","N"
"경상북도교육청","경상북도교육청","경상북도 경산시","S150006281","경산과학고등학교","04","공립","특수목적고등학교","N","단설","주간","20070301","20070301","4729012800","경북 경산시 갑제동","440-6번지.","712260","38540","경상북도 경산시 화랑로 66","(갑제동)","35.822467","128.769062","053-717-7201","053-717-7110","https://school.gyo6.net/gsshs","남녀공학","N","","N"
"경상북도교육청","경상북도교육청","경상북도 구미시","S150006291","형곡고등학교","04","공립","일반고등학교","N","단설","주간","20090301","20090301","4719010900","경북 구미시 형곡동","778-1번지.","730040","39321","경상북도 구미시 형곡동로2길 12-13",", 형곡고등학교 (형곡동)","36.101564","128.338477","054-443-0770","054-443-0772","https://school.gyo6.net/hyeonggokhs/main.do","남녀공학","N","","N"
"경상북도교육청","경상북도교육청","경상북도 칠곡군","S150006308","북삼고등학교","04","공립","자율고등학교","N","단설","주간","20100301","20100301","4785025325","경상북도 칠곡군 북삼읍 인평리","694-1번지.","718844","39801","경상북도 칠곡군 북삼읍 북삼로2길 130","(북삼읍, 북삼고등학교)","36.07161","128.334254","054-970-0003","054-970-0009","https://school.gyo6.net/buksamhs/main.do?sysId=buksamhs","남녀공학","N","","N"
"경상북도교육청","경상북도교육청","경상북도 경산시","S150006348","사동고등학교","04","공립","일반고등학교","N","단설","주간","20150506","20150217","4729012600","경상북도 경산시 사동","296번지.","712190","38602","경상북도 경산시 삼성현로91길 36","(사동, 사동고등학교)","35.805635","128.760227","053-819-8241","053-819-8295","https://school.gyo6.net/sadonggo","남녀공학","N","","N"
"경상북도교육청","경상북도교육청","경상북도 칠곡군","S150006416","석적고등학교","04","공립","일반고등학교","N","단설","주간","20130301","20130301","4785025600","경상북도 칠곡군 석적읍","15번지.","718833","39832","경상북도 칠곡군 석적읍 동중리 1길 65-20","(석적읍, 석적고등학교)","36.0816208","128.4184788","054-979-2501","054-979-2502","https://school.gyo6.net/seokjeok","남녀공학","N","","N"
"경상북도교육청","경상북도교육청","경상북도 김천시","S150006433","율곡고등학교","04","공립","일반고등학교","N","단설","주간","20150301","20150301","4715012000","",".","","39660","경상북도 김천시 용전4로3길 15","(율곡동, 율곡고등학교)","36.123537","128.191838","054-420-4611","054-420-4698","http://school.gyo6.net/ygg","남녀공학","N","","N"
"경상북도교육청","경상북도교육청","경상북도 구미시","S150006512","구미산동고등학교","04","공립","일반고등학교","N","단설","주간","20200301","20200301","4719025628","",".","","39164","경상북도 구미시 산동읍 신당인덕2로 11","(산동읍, 구미산동고등학교)","36.158822","128.43631","054-715-7900","054-715-7905","http://school.gyo6.net/gumisandonghs","남녀공학","N","","N"
